iter, time, cost, ls_iters, alpha, delta, q_norm, dq_norm, dqH_norm, trust_ratio, grad_norm, dL_dq, h_norm, merit
27, 0.051143257, 26297.547739393027, 0, nan, 4.4408920985006264e-17, 12.079046789171736, 9.178846116740817e-21, 73549.66374251294, 0, 162187.33989456375, -2.738873157878818e-16, 22.912849502480377, 26297.547739393027
28, 0.053213847, 26297.547739393027, 0, nan, 1.1102230246251566e-17, 12.079046789171736, 2.2947115291852042e-21, 73549.66374251294, 0, 162187.33989456375, -6.847182894697045e-17, 22.912849502480377, 26297.547739393027
29, 0.053637815, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 73549.66374251294, 0.5, 162187.33989456375, -1.7117957236742614e-17, 22.912849502480377, 26297.547739393027
30, 0.058651306, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 15843.535662051752, 0.5, 162187.33989456377, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
31, 0.056956343, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 33882.842388635545, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
32, 0.05751249, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 163080.87204182465, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
33, 0.060599894, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 210595.64944521018, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
34, 0.057996541, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 497349.55636338954, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
35, 0.058388359, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 58735.23038230457, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
36, 0.051819637, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 24234.17671767251, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
37, 0.05390937, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 24518.673851574127, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
38, 0.055763331, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 43305.142207033234, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
39, 0.058277296, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 1227459.934451064, 0.5, 162187.33989456375, -1.7117957236742614e-17, 22.912849502480377, 26297.547739393027
40, 0.058754213, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 55100.08252615354, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
41, 0.058288685, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 863834.5084861655, 0.5, 162187.33989456375, -1.7117957236742614e-17, 22.912849502480377, 26297.547739393027
42, 0.05274774, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 32767.193183972955, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
43, 0.057056332, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 131239.39698809842, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
44, 0.055930979, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 685482.0226266108, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
45, 0.061693483, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 17432.465653908068, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
46, 0.055373881, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 69038.04605738087, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
47, 0.057870526, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 174335.77996319518, 0.5, 162187.33989456375, -1.7117957236742614e-17, 22.912849502480377, 26297.547739393027
48, 0.062205246, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 35146.76326733108, 0.5, 162187.33989456375, -1.7117957236742614e-17, 22.912849502480377, 26297.547739393027
49, 0.058947888, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 207416.20784504435, 0.5, 162187.33989456375, -1.7117957236742614e-17, 22.912849502480377, 26297.547739393027
50, 0.062192623, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 80640.80607003492, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
51, 0.060010089, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 38414.78573210142, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
52, 0.056361794, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 66316.23787498957, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
53, 0.059691606, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 292425.81433434447, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
54, 0.063789525, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.7367788229630115e-22, 93006.57199778831, 0.5, 162187.33989456375, -1.7117957236742626e-17, 22.912849502480377, 26297.547739393027
55, 0.069645548, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 46218.859751747936, 0.5, 162187.33989456375, -1.7117957236742614e-17, 22.912849502480377, 26297.547739393027
56, 0.062165648, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 174173.39234548516, 0.5, 162187.33989456375, -1.7117957236742614e-17, 22.912849502480377, 26297.547739393027
57, 0.054473849, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 232721.69477875796, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
58, 0.052437894, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 30283.381317913343, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
59, 0.060069539, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 117810.75752956497, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
60, 0.063634952, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 32930.93351674131, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
61, 0.063422057, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 50040.493626899435, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
62, 0.063760181, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 40225.28146031468, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
63, 0.055821963, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 28898.376078233097, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
64, 0.059473784, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 136950.82343921976, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
65, 0.057508305, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 36205.62516362796, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
66, 0.060140124, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.73677882296301e-22, 63137.71239348645, 0.5, 162187.33989456375, -1.7117957236742614e-17, 22.912849502480377, 26297.547739393027
67, 0.057535173, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.7367788229630115e-22, 81530.20018674342, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
68, 0.065075341, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 34887.19071837156, 0.5, 162187.33989456375, -1.7117957236742614e-17, 22.912849502480377, 26297.547739393027
69, 0.063062042, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 47300.350376579125, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
70, 0.055961401, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 104314.2345956463, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
71, 0.054917033, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 60573.9846476471, 0.5, 162187.33989456375, -1.7117957236742614e-17, 22.912849502480377, 26297.547739393027
72, 0.056450276, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 180465.32658014118, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
73, 0.055780528, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 667543.6302201428, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
74, 0.056679202, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 30891.273368978415, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
75, 0.056318196, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 29960.423395455295, 0.5, 162187.33989456377, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
76, 0.057443537, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 27795.494621596426, 0.5, 162187.33989456375, -1.7117957236742614e-17, 22.912849502480377, 26297.547739393027
77, 0.053158496, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 141700.7326708453, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
78, 0.055818733, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 161069.3895798497, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
79, 0.055863641, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.7367788229630115e-22, 82053.02238171424, 0.5, 162187.33989456375, -1.711795723674262e-17, 22.912849502480377, 26297.547739393027
80, 0.053451341, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 24160.702852188944, 0.5, 162187.33989456375, -1.7117957236742614e-17, 22.912849502480377, 26297.547739393027
81, 0.058192398, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 47952.420502697874, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
82, 0.054709076, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 39294.49919303487, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
83, 0.059522488, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 130924.4505921256, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
84, 0.057790552, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 51670.141802891994, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
85, 0.057669306, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 24605.466764150704, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
86, 0.05526555, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 29822.21156838156, 0.5, 162187.33989456375, -1.7117957236742614e-17, 22.912849502480377, 26297.547739393027
87, 0.055165048, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 338375.0506038783, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
88, 0.061477268, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 94180.09855776497, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
89, 0.054908397, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 52290.01718657893, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
90, 0.055903086, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822963011e-22, 85508.61373788297, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
91, 0.056474945, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822961102e-22, 130271.93455337436, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
92, 0.059099545, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822961102e-22, 25936.7451990023, 0.5, 162187.33989456372, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
93, 0.057447132, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822961102e-22, 25855.51153239416, 0.5, 162187.33989456372, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
94, 0.057156069, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822961102e-22, 27880.31133684816, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
95, 0.056849633, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822961102e-22, 24335.22305677335, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
96, 0.056959683, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822961102e-22, 74338.50110520062, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
97, 0.060496291, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822961101e-22, 31100.961022325613, 0.5, 162187.33989456375, -1.7117957236742614e-17, 22.912849502480377, 26297.547739393027
98, 0.060158167, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822961102e-22, 173477.14091299646, 0.5, 162187.33989456372, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
99, 0.059259529, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822961102e-22, 611187.3259835321, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
100, 0.057885999, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822961102e-22, 28994.663598932224, 0.5, 162187.33989456372, -1.711795723674262e-17, 22.912849502480377, 26297.547739393027
101, 0.056091587, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822961102e-22, 52593.046358946915, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
102, 0.054848276, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822961102e-22, 179712.21151036827, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
103, 0.057761514, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822961102e-22, 126830.51747569983, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
104, 0.055034669, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822961102e-22, 165300.28093601263, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
105, 0.056893457, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822961102e-22, 46213.94065009377, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
106, 0.05538702, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822961102e-22, 447484.10146028653, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
107, 0.056593383, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822961102e-22, 39917.29269913524, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
108, 0.057027666, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822961102e-22, 417586.9676752622, 0.5, 162187.33989456372, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
109, 0.058145616, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822961102e-22, 64581.12385990023, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
110, 0.057814127, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822961102e-22, 29898.4967072055, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
111, -0.157450982, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822961102e-22, 34878.30782366799, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
112, 0.05701029, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822961102e-22, 30182.275022636037, 0.5, 162187.33989456372, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
113, 0.059935962, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822961102e-22, 14465.657673475127, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
114, 0.0521485, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822961102e-22, 52369.38844734287, 0.5, 162187.33989456372, -1.711795723674262e-17, 22.912849502480377, 26297.547739393027
115, 0.055798191, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822961102e-22, 129449.35108896592, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
116, 0.056543598, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822961102e-22, 1911625.8635404555, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
117, 0.056734189, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822961102e-22, 118630.65576517295, 0.5, 162187.33989456372, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
118, 0.055604942, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822961102e-22, 33045.14960625119, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
119, 0.055385457, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822961102e-22, 84779.89254334365, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
120, 0.061394837, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822961102e-22, 375467.2914055065, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
121, 0.056172864, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822961102e-22, 136633.20889326715, 0.5, 162187.33989456375, -1.711795723674262e-17, 22.912849502480377, 26297.547739393027
122, 0.054267613, 26297.547739393027, 0, nan, 2.7755575615628915e-18, 12.079046789171736, 5.736778822961102e-22, 21429.246502938877, 0.5, 162187.33989456375, -1.7117957236742617e-17, 22.912849502480377, 26297.547739393027
